ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
21485,1,1,279,1270,991
21486,1,1,1136,1294,158
21487,0,0,0,0,0
21488,1,1,773,1372,599
21489,1,1,268,2121,1853
21490,1,1,402,1388,986
21491,0,0,1,0,-1
21492,0,0,40,0,-40
21493,1,0,2,0,-2
21494,1,1,308,2009,1701
21495,1,0,12,0,-12
21496,1,0,23,0,-23
21497,1,0,146,0,-146
21498,1,0,5,0,-5
21499,0,0,29,0,-29
21500,1,1,208,1292,1084
21501,0,0,11,0,-11
21502,1,0,24,0,-24
21503,1,1,2534,1222,-1312
21504,1,0,9,0,-9
21505,1,0,2,0,-2
21506,1,0,20,0,-20
21507,1,1,898,1537,639
21508,0,0,75,0,-75
21509,1,1,972,1302,330
21510,1,0,10,0,-10
21511,1,1,77,1239,1162
21512,1,0,57,0,-57
21513,1,1,862,1206,344
21514,0,0,61,0,-61
21515,0,0,14,0,-14
21516,1,0,51,0,-51
21517,0,0,18,0,-18
21518,1,0,119,0,-119
21519,1,1,1765,1979,214
21520,1,0,22,0,-22
21521,0,0,1,0,-1
21522,0,0,24,0,-24
21523,0,0,1,0,-1
21524,1,0,37,0,-37
21525,0,0,15,0,-15
21526,1,0,30,0,-30
21527,1,1,193,1501,1308
21528,1,0,92,0,-92
21529,0,0,16,0,-16
21530,0,0,37,0,-37
21531,0,0,14,0,-14
21532,0,0,15,0,-15
21533,0,0,39,0,-39
21534,0,0,4,0,-4
21535,1,0,27,0,-27
21536,1,0,108,0,-108
21537,1,0,32,0,-32
21538,0,0,25,0,-25
21539,0,0,16,0,-16
21540,1,0,16,0,-16
21541,0,0,56,0,-56
21542,0,0,64,0,-64
21543,1,0,52,0,-52
21544,1,0,17,0,-17
21545,1,1,107,1596,1489
21546,1,1,814,1686,872
21547,0,0,66,0,-66
21548,1,1,258,1218,960
21549,1,0,35,0,-35
21550,0,0,87,0,-87
21551,1,1,231,1924,1693
21552,0,0,33,0,-33
21553,0,0,86,0,-86
21554,0,0,30,0,-30
21555,1,1,60,1323,1263
21556,0,0,1,0,-1
21557,1,1,839,1319,480
21558,0,0,64,0,-64
21559,1,0,15,0,-15
21560,1,0,7,0,-7
21561,0,0,25,0,-25
21562,0,0,67,0,-67
21563,1,1,65,1720,1655
21564,1,0,31,0,-31
21565,1,1,2353,1442,-911
21566,0,0,36,0,-36
21567,0,0,17,0,-17
21568,0,0,55,0,-55
21569,0,0,22,0,-22
21570,0,0,3,0,-3
21571,1,0,177,0,-177
21572,0,0,8,0,-8
21573,0,0,109,0,-109
21574,0,0,8,0,-8
21575,0,0,88,0,-88
21576,0,0,25,0,-25
21577,1,0,9,0,-9
21578,0,0,7,0,-7
21579,1,0,34,0,-34
21580,1,1,118,1666,1548
21581,0,0,15,0,-15
21582,1,1,66,1202,1136
21583,1,1,474,1625,1151
21584,0,0,15,0,-15
21585,0,0,54,0,-54
21586,1,1,494,1825,1331
21587,1,1,218,1717,1499
21588,1,1,124,1289,1165
21589,0,0,30,0,-30
21590,1,1,169,1219,1050
21591,0,0,34,0,-34
21592,1,1,259,1732,1473
21593,0,0,49,0,-49
21594,0,0,42,0,-42
21595,1,1,136,2469,2333
21596,0,0,43,0,-43
21597,1,1,564,1239,675
21598,1,0,28,0,-28
21599,1,1,38,1314,1276
21600,0,0,99,0,-99
21601,0,0,13,0,-13
21602,1,1,90,1386,1296
21603,0,0,2,0,-2
21604,0,0,45,0,-45
21605,1,1,1328,2563,1235
21606,0,0,10,0,-10
21607,0,0,20,0,-20
21608,0,0,30,0,-30
21609,1,1,500,1241,741
21610,1,0,42,0,-42
21611,0,0,97,0,-97
21612,0,0,46,0,-46
21613,0,0,42,0,-42
21614,1,1,247,1440,1193
21615,0,0,12,0,-12
21616,1,0,52,0,-52
21617,1,0,43,0,-43
21618,1,1,777,1372,595
21619,0,0,57,0,-57
21620,1,0,147,0,-147
21621,0,0,25,0,-25
21622,1,1,176,1347,1171
21623,0,0,82,0,-82
21624,0,0,7,0,-7
21625,1,0,111,0,-111
21626,1,0,28,0,-28
21627,0,0,26,0,-26
21628,0,0,102,0,-102
21629,1,1,480,1306,826
21630,0,0,28,0,-28
21631,0,0,77,0,-77
21632,1,0,44,0,-44
21633,1,1,270,2030,1760
21634,0,0,19,0,-19
21635,1,0,2,0,-2
21636,1,0,68,0,-68
21637,0,0,9,0,-9
21638,1,1,1106,1249,143
21639,1,1,42,1390,1348
21640,1,0,20,0,-20
21641,1,1,276,1450,1174
21642,0,0,43,0,-43
21643,0,0,11,0,-11
21644,0,0,55,0,-55
21645,1,0,64,0,-64
21646,1,1,36,1325,1289
21647,1,1,363,1275,912
21648,1,1,52,1226,1174
21649,1,1,1640,1910,270
21650,1,1,997,1382,385
21651,1,0,19,0,-19
21652,0,0,32,0,-32
21653,0,0,79,0,-79
21654,1,0,10,0,-10
21655,0,0,60,0,-60
21656,1,0,149,0,-149
21657,1,0,33,0,-33
21658,0,0,87,0,-87
21659,1,1,240,1320,1080
21660,1,1,813,4145,3332
21661,1,1,303,1206,903
21662,0,0,3,0,-3
21663,0,0,4,0,-4
21664,1,1,159,1308,1149
21665,0,0,32,0,-32
21666,0,0,100,0,-100
21667,1,1,1241,1388,147
21668,0,0,57,0,-57
21669,0,0,105,0,-105
21670,1,1,109,2853,2744
21671,1,0,30,0,-30
21672,1,0,3,0,-3
21673,1,1,2824,1487,-1337
21674,0,0,88,0,-88
21675,1,0,41,0,-41
21676,1,1,313,1611,1298
21677,1,1,2020,1317,-703
21678,1,1,202,2194,1992
21679,0,0,100,0,-100
21680,0,0,5,0,-5
21681,0,0,26,0,-26
21682,1,0,23,0,-23
21683,1,1,48,1207,1159
21684,0,0,40,0,-40
21685,1,0,120,0,-120
21686,1,1,376,1829,1453
21687,1,0,11,0,-11
21688,1,1,476,2127,1651
21689,1,1,431,2377,1946
21690,0,0,12,0,-12
21691,1,1,1964,1251,-713
21692,1,1,145,1618,1473
21693,1,1,317,1352,1035
21694,0,0,33,0,-33
21695,0,0,48,0,-48
21696,1,1,280,1213,933
21697,1,0,76,0,-76
21698,1,1,365,1371,1006
21699,1,1,84,1295,1211
21700,0,0,0,0,0
21701,1,0,24,0,-24
21702,1,1,533,1209,676
21703,0,0,19,0,-19
21704,1,1,619,1214,595
21705,0,0,15,0,-15
21706,1,0,19,0,-19
21707,1,1,1319,1408,89
21708,1,0,9,0,-9
21709,1,0,24,0,-24
21710,1,0,26,0,-26
21711,1,0,9,0,-9
21712,0,0,52,0,-52
21713,1,1,693,1612,919
21714,0,0,132,0,-132
21715,0,0,7,0,-7
21716,0,0,142,0,-142
21717,0,0,36,0,-36
21718,1,0,75,0,-75
21719,1,1,206,1435,1229
21720,0,0,16,0,-16
21721,1,1,369,1916,1547
21722,0,0,11,0,-11
21723,1,0,38,0,-38
21724,1,0,38,0,-38
21725,0,0,66,0,-66
21726,1,1,304,1564,1260
21727,1,0,1,0,-1
21728,1,1,270,2820,2550
21729,0,0,32,0,-32
21730,0,0,0,0,0
21731,1,0,131,0,-131
21732,0,0,54,0,-54
21733,0,0,61,0,-61
21734,0,0,52,0,-52
21735,1,0,35,0,-35
21736,1,1,1528,1239,-289
21737,0,0,57,0,-57
21738,0,0,16,0,-16
21739,1,1,486,2036,1550
21740,1,1,92,1520,1428
21741,1,0,182,0,-182
21742,1,0,111,0,-111
21743,1,0,25,0,-25
21744,1,0,0,0,0
21745,1,0,15,0,-15
21746,1,0,105,0,-105
21747,1,1,20,1385,1365
21748,1,1,212,1537,1325
21749,1,1,1109,1450,341
21750,1,0,107,0,-107
21751,0,0,3,0,-3
21752,1,0,40,0,-40
21753,1,0,14,0,-14
21754,0,0,23,0,-23
21755,1,0,99,0,-99
21756,0,0,67,0,-67
21757,1,0,46,0,-46
21758,0,0,20,0,-20
21759,1,1,183,1208,1025
21760,1,0,33,0,-33
21761,1,0,92,0,-92
21762,1,0,96,0,-96
21763,0,0,43,0,-43
21764,1,0,28,0,-28
21765,0,0,9,0,-9
21766,1,0,95,0,-95
21767,0,0,127,0,-127
21768,0,0,28,0,-28
21769,1,0,22,0,-22
21770,1,1,109,1376,1267
21771,0,0,1,0,-1
21772,1,1,609,1375,766
21773,0,0,50,0,-50
21774,1,1,690,1277,587
21775,1,0,56,0,-56
21776,1,1,935,1218,283
21777,1,1,1438,2253,815
21778,0,0,33,0,-33
21779,1,0,0,0,0
21780,1,0,27,0,-27
21781,1,0,102,0,-102
21782,1,1,410,2924,2514
21783,1,1,457,1627,1170
21784,1,0,1,0,-1
21785,1,1,271,2383,2112
21786,1,1,430,1432,1002
21787,0,0,6,0,-6
21788,0,0,5,0,-5
21789,1,1,757,2412,1655
21790,1,1,871,1495,624
21791,1,0,20,0,-20
21792,1,0,152,0,-152
21793,1,1,1723,1571,-152
21794,1,1,251,1359,1108
21795,1,1,195,1628,1433
21796,1,0,36,0,-36
21797,1,0,41,0,-41
21798,1,1,955,1595,640
21799,1,0,127,0,-127
21800,1,0,47,0,-47
21801,1,1,339,1353,1014
21802,1,1,1193,3037,1844
21803,0,0,16,0,-16
21804,0,0,104,0,-104
21805,1,1,83,1253,1170
21806,1,1,247,1451,1204
21807,0,0,8,0,-8
21808,1,1,449,2159,1710
21809,0,0,89,0,-89
21810,1,1,1055,1860,805
21811,1,0,196,0,-196
21812,1,1,83,1622,1539
21813,0,0,3,0,-3
21814,1,1,766,1325,559
21815,1,1,273,1265,992
21816,1,1,112,1686,1574
21817,0,0,19,0,-19
21818,1,1,257,1745,1488
21819,1,0,33,0,-33
21820,1,0,14,0,-14
21821,1,0,85,0,-85
21822,1,1,188,1623,1435
21823,0,0,8,0,-8
21824,0,0,69,0,-69
21825,1,0,26,0,-26
21826,1,0,113,0,-113
21827,1,0,63,0,-63
21828,1,1,392,1903,1511
21829,0,0,1,0,-1
21830,1,1,162,1204,1042
21831,1,1,132,3062,2930
21832,0,0,46,0,-46
21833,0,0,46,0,-46
21834,1,0,48,0,-48
21835,0,0,64,0,-64
21836,1,1,892,1310,418
21837,1,1,1243,2002,759
21838,0,0,95,0,-95
21839,1,0,43,0,-43
21840,0,0,67,0,-67
21841,0,0,109,0,-109
21842,1,1,588,1314,726
21843,1,0,27,0,-27
21844,1,0,88,0,-88
21845,0,0,16,0,-16
21846,0,0,5,0,-5
21847,0,0,77,0,-77
21848,1,0,2,0,-2
21849,1,0,5,0,-5
21850,1,1,150,1322,1172
21851,1,1,288,1972,1684
21852,1,0,42,0,-42
21853,1,0,33,0,-33
21854,1,0,119,0,-119
21855,1,0,78,0,-78
21856,1,0,11,0,-11
21857,0,0,4,0,-4
21858,1,0,3,0,-3
21859,0,0,15,0,-15
21860,1,1,505,1232,727
21861,0,0,65,0,-65
21862,1,1,1972,1670,-302
21863,0,0,66,0,-66
21864,1,1,738,1263,525
21865,1,1,573,1248,675
21866,1,1,200,1488,1288
21867,0,0,29,0,-29
21868,1,0,8,0,-8
21869,0,0,84,0,-84
21870,1,0,12,0,-12
21871,1,1,506,1219,713
21872,1,1,210,1247,1037
21873,1,1,92,1515,1423
21874,1,1,180,1536,1356
21875,0,0,27,0,-27
21876,1,0,17,0,-17
21877,0,0,163,0,-163
21878,1,1,92,1277,1185
21879,1,0,85,0,-85
21880,1,0,108,0,-108
21881,1,1,43,1481,1438
21882,1,1,191,1233,1042
21883,1,1,156,1315,1159
21884,0,0,26,0,-26
21885,1,1,1221,1414,193
21886,0,0,9,0,-9
21887,0,0,237,0,-237
21888,1,1,2143,1686,-457
21889,0,0,22,0,-22
21890,1,1,156,1786,1630
21891,0,0,17,0,-17
21892,0,0,34,0,-34
21893,0,0,70,0,-70
21894,0,0,11,0,-11
21895,1,1,291,1230,939
21896,1,0,83,0,-83
21897,1,0,3,0,-3
21898,0,0,37,0,-37
21899,1,0,47,0,-47
21900,1,1,796,1364,568
21901,1,0,77,0,-77
21902,1,0,33,0,-33
21903,1,0,32,0,-32
21904,1,1,171,1646,1475
21905,0,0,38,0,-38
21906,1,1,353,1307,954
21907,1,1,539,1206,667
21908,1,1,505,1559,1054
21909,1,0,91,0,-91
21910,0,0,50,0,-50
21911,1,0,42,0,-42
21912,0,0,84,0,-84
21913,1,1,384,1270,886
21914,1,0,13,0,-13
21915,1,0,135,0,-135
21916,1,1,1099,1260,161
21917,1,1,389,1359,970
21918,0,0,49,0,-49
21919,1,1,558,1459,901
21920,0,0,27,0,-27
21921,0,0,58,0,-58
21922,0,0,43,0,-43
21923,1,0,18,0,-18
21924,1,1,191,1496,1305
21925,1,0,62,0,-62
21926,1,0,67,0,-67
21927,1,1,572,1553,981
21928,1,1,746,1603,857
21929,0,0,3,0,-3
21930,1,0,46,0,-46
21931,1,1,124,1750,1626
21932,1,0,64,0,-64
21933,0,0,8,0,-8
21934,1,1,486,1712,1226
21935,0,0,3,0,-3
21936,0,0,19,0,-19
21937,1,1,798,1241,443
21938,0,0,37,0,-37
21939,0,0,15,0,-15
21940,0,0,34,0,-34
21941,0,0,105,0,-105
21942,0,0,11,0,-11
21943,1,1,445,1823,1378
21944,1,0,2,0,-2
21945,0,0,97,0,-97
21946,1,0,6,0,-6
21947,1,0,60,0,-60
21948,1,0,79,0,-79
21949,1,1,1185,1263,78
21950,0,0,111,0,-111
21951,1,0,216,0,-216
21952,1,1,355,1297,942
21953,0,0,32,0,-32
21954,0,0,4,0,-4
21955,1,1,1141,1549,408
21956,1,1,191,1686,1495
21957,1,1,706,1842,1136
21958,1,0,11,0,-11
21959,0,0,12,0,-12
21960,0,0,27,0,-27
21961,1,0,16,0,-16
21962,0,0,52,0,-52
21963,1,1,28,1272,1244
21964,1,1,899,1291,392
21965,0,0,35,0,-35
21966,0,0,22,0,-22
21967,0,0,22,0,-22
21968,1,0,29,0,-29
21969,1,0,71,0,-71
21970,0,0,28,0,-28
21971,1,1,402,2011,1609
21972,0,0,14,0,-14
21973,1,1,772,1235,463
21974,1,0,3,0,-3
21975,0,0,0,0,0
21976,0,0,42,0,-42
21977,1,1,665,1254,589
21978,0,0,72,0,-72
21979,1,1,27,1711,1684
21980,1,1,61,1485,1424
21981,1,0,100,0,-100
21982,0,0,61,0,-61
21983,1,0,72,0,-72
21984,1,1,1003,1582,579
21985,0,0,57,0,-57
21986,0,0,30,0,-30
21987,1,0,24,0,-24
21988,0,0,1,0,-1
21989,1,1,240,1432,1192
21990,1,0,28,0,-28
21991,0,0,8,0,-8
21992,1,0,15,0,-15
21993,0,0,21,0,-21
21994,1,0,94,0,-94
21995,0,0,2,0,-2
21996,1,0,26,0,-26
21997,0,0,132,0,-132
21998,1,0,20,0,-20
21999,0,0,0,0,0
22000,1,1,808,1738,930
22001,0,0,0,0,0
22002,1,1,93,1288,1195
22003,0,0,0,0,0
22004,1,0,1,0,-1
22005,1,1,71,1295,1224
22006,1,1,197,1203,1006
22007,1,1,204,1336,1132
22008,1,1,64,1414,1350
22009,1,1,1119,1310,191
22010,0,0,47,0,-47
22011,1,0,31,0,-31
22012,1,1,69,1719,1650
22013,0,0,13,0,-13
22014,0,0,28,0,-28
22015,0,0,29,0,-29
22016,1,0,16,0,-16
22017,0,0,55,0,-55
22018,0,0,58,0,-58
22019,1,0,12,0,-12
22020,1,1,213,1516,1303
22021,1,1,218,1668,1450
22022,0,0,1,0,-1
22023,1,0,77,0,-77
22024,1,0,110,0,-110
22025,0,0,14,0,-14
22026,1,0,21,0,-21
22027,0,0,55,0,-55
22028,0,0,25,0,-25
22029,1,0,51,0,-51
22030,1,1,597,1743,1146
22031,0,0,32,0,-32
22032,0,0,13,0,-13
22033,0,0,107,0,-107
22034,1,1,329,1550,1221
22035,1,1,111,1299,1188
22036,1,1,161,1225,1064
22037,0,0,7,0,-7
22038,0,0,2,0,-2
22039,1,1,112,2112,2000
22040,0,0,10,0,-10
22041,1,1,414,1475,1061
22042,1,1,76,1203,1127
22043,1,1,667,1428,761
22044,0,0,151,0,-151
22045,1,0,21,0,-21
22046,1,0,2,0,-2
22047,1,0,25,0,-25
22048,1,0,106,0,-106
22049,1,0,51,0,-51
22050,1,0,111,0,-111
22051,1,1,609,1294,685
22052,1,0,15,0,-15
22053,1,0,3,0,-3
22054,1,1,2556,1774,-782
22055,0,0,79,0,-79
22056,1,0,4,0,-4
22057,0,0,2,0,-2
22058,0,0,157,0,-157
22059,1,1,93,1288,1195
22060,1,1,582,1370,788
22061,0,0,3,0,-3
22062,1,1,82,1230,1148
22063,1,0,15,0,-15
22064,1,0,11,0,-11
22065,1,1,266,2280,2014
22066,0,0,5,0,-5
22067,1,1,370,1623,1253
22068,1,1,432,1339,907
22069,1,0,6,0,-6
22070,1,0,57,0,-57
22071,1,1,471,1203,732
22072,1,1,98,1351,1253
22073,0,0,3,0,-3
22074,1,1,200,1326,1126
22075,1,0,73,0,-73
22076,1,1,842,1241,399
22077,0,0,104,0,-104
22078,0,0,18,0,-18
22079,0,0,0,0,0
22080,0,0,21,0,-21
22081,1,0,29,0,-29
22082,0,0,12,0,-12
22083,1,0,13,0,-13
22084,1,1,46,1901,1855
22085,1,1,902,2707,1805
22086,1,0,46,0,-46
22087,0,0,124,0,-124
22088,0,0,17,0,-17
22089,0,0,139,0,-139
22090,0,0,36,0,-36
22091,0,0,83,0,-83
22092,0,0,2,0,-2
22093,1,1,326,2283,1957
22094,0,0,202,0,-202
22095,0,0,13,0,-13
22096,0,0,28,0,-28
22097,1,1,466,1847,1381
22098,0,0,58,0,-58
22099,0,0,27,0,-27
22100,0,0,61,0,-61
22101,0,0,65,0,-65
22102,1,0,0,0,0
22103,1,1,1342,2320,978
22104,0,0,51,0,-51
22105,0,0,221,0,-221
22106,1,0,6,0,-6
22107,0,0,73,0,-73
22108,1,0,14,0,-14
22109,1,1,430,2033,1603
22110,1,1,91,1374,1283
22111,0,0,49,0,-49
22112,0,0,13,0,-13
22113,0,0,37,0,-37
22114,1,0,51,0,-51
22115,1,0,17,0,-17
22116,1,1,346,1867,1521
22117,1,1,612,1234,622
22118,0,0,6,0,-6
22119,1,1,215,1572,1357
22120,1,1,1388,1247,-141
22121,1,1,203,1563,1360
22122,0,0,17,0,-17
22123,0,0,75,0,-75
22124,0,0,37,0,-37
22125,1,1,205,1200,995
22126,1,0,4,0,-4
22127,1,0,59,0,-59
22128,1,1,3289,1732,-1557
22129,1,1,778,1261,483
22130,0,0,35,0,-35
22131,1,0,118,0,-118
22132,0,0,108,0,-108
22133,0,0,72,0,-72
22134,1,1,159,1272,1113
22135,1,0,0,0,0
22136,1,0,6,0,-6
22137,0,0,19,0,-19
22138,1,0,6,0,-6
22139,1,0,67,0,-67
22140,1,1,228,1794,1566
22141,1,1,429,1248,819
22142,1,1,373,1433,1060
22143,1,1,551,1242,691
22144,0,0,13,0,-13
22145,1,0,23,0,-23
22146,0,0,148,0,-148
22147,1,1,468,1355,887
22148,1,0,112,0,-112
22149,1,1,522,1661,1139
22150,1,1,236,1350,1114
22151,1,0,3,0,-3
22152,1,1,98,1855,1757
22153,0,0,5,0,-5
22154,1,0,58,0,-58
22155,0,0,154,0,-154
22156,0,0,47,0,-47
22157,1,1,480,1263,783
22158,1,1,233,1504,1271
22159,1,1,100,1488,1388
22160,0,0,38,0,-38
22161,1,0,47,0,-47
22162,1,1,260,1349,1089
22163,1,1,108,1270,1162
22164,0,0,80,0,-80
22165,1,1,498,1587,1089
22166,0,0,30,0,-30
22167,1,1,158,1417,1259
22168,1,1,588,4638,4050
22169,1,1,56,1765,1709
22170,1,0,17,0,-17
22171,1,0,157,0,-157
22172,0,0,24,0,-24
22173,1,1,2244,1476,-768
22174,0,0,12,0,-12
22175,1,1,9,1634,1625
22176,1,0,41,0,-41
22177,0,0,111,0,-111
22178,1,1,647,1453,806
22179,0,0,129,0,-129
22180,1,0,35,0,-35
22181,0,0,2,0,-2
22182,0,0,44,0,-44
22183,1,0,2,0,-2
22184,0,0,47,0,-47
22185,1,0,121,0,-121
22186,1,1,657,1503,846
22187,1,0,150,0,-150
22188,1,1,673,1646,973
22189,1,0,14,0,-14
22190,1,1,80,2124,2044
22191,0,0,17,0,-17
22192,0,0,113,0,-113
22193,1,0,1,0,-1
22194,1,0,27,0,-27
22195,0,0,52,0,-52
22196,1,1,95,1515,1420
22197,0,0,36,0,-36
22198,0,0,118,0,-118
22199,0,0,249,0,-249
22200,1,0,49,0,-49
22201,1,1,159,1205,1046
22202,1,1,38,1588,1550
22203,0,0,148,0,-148
22204,1,0,16,0,-16
22205,0,0,53,0,-53
22206,1,1,342,1484,1142
22207,0,0,24,0,-24
22208,1,1,377,1472,1095
22209,1,1,77,1236,1159
22210,1,1,66,1418,1352
22211,0,0,20,0,-20
22212,1,1,484,1295,811
22213,0,0,0,0,0
22214,0,0,56,0,-56
22215,1,1,210,1858,1648
22216,1,0,7,0,-7
22217,1,0,3,0,-3
22218,0,0,4,0,-4
22219,1,1,212,1346,1134
22220,0,0,5,0,-5
22221,1,0,7,0,-7
22222,1,0,86,0,-86
22223,1,0,59,0,-59
22224,0,0,35,0,-35
22225,0,0,52,0,-52
22226,1,1,895,1490,595
22227,0,0,70,0,-70
22228,1,1,934,1359,425
22229,0,0,9,0,-9
22230,1,1,468,1236,768
22231,0,0,45,0,-45
22232,1,0,44,0,-44
22233,1,0,39,0,-39
22234,1,0,101,0,-101
22235,1,0,2,0,-2
22236,1,0,31,0,-31
22237,1,1,183,1302,1119
22238,0,0,32,0,-32
22239,0,0,1,0,-1
22240,1,1,555,1437,882
22241,1,1,158,1296,1138
22242,1,0,30,0,-30
22243,1,0,142,0,-142
22244,0,0,37,0,-37
22245,1,1,1221,1494,273
22246,1,0,36,0,-36
22247,1,1,494,1532,1038
22248,0,0,2,0,-2
22249,1,0,58,0,-58
22250,0,0,9,0,-9
22251,1,0,25,0,-25
22252,1,0,34,0,-34
22253,1,0,161,0,-161
22254,1,0,25,0,-25
22255,0,0,20,0,-20
22256,0,0,167,0,-167
22257,0,0,10,0,-10
22258,1,0,59,0,-59
22259,0,0,49,0,-49
22260,1,0,72,0,-72
22261,0,0,49,0,-49
22262,1,0,23,0,-23
22263,1,1,203,2098,1895
22264,0,0,92,0,-92
22265,0,0,21,0,-21
22266,0,0,114,0,-114
22267,0,0,37,0,-37
22268,1,1,64,1346,1282
22269,0,0,18,0,-18
22270,1,0,61,0,-61
22271,1,1,240,1311,1071
22272,1,1,544,1570,1026
22273,1,0,152,0,-152
22274,1,1,173,1418,1245
22275,1,0,96,0,-96
22276,1,1,155,1423,1268
22277,1,1,175,1282,1107
22278,0,0,21,0,-21
22279,1,0,30,0,-30
22280,0,0,41,0,-41
22281,0,0,44,0,-44
22282,1,0,189,0,-189
22283,0,0,47,0,-47
22284,0,0,2,0,-2
22285,0,0,10,0,-10
22286,1,0,18,0,-18
22287,1,1,1480,1292,-188
22288,1,0,18,0,-18
22289,1,1,424,1315,891
22290,0,0,45,0,-45
22291,1,0,48,0,-48
22292,0,0,20,0,-20
22293,0,0,87,0,-87
22294,1,1,541,1679,1138
22295,1,0,0,0,0
22296,1,1,485,1211,726
22297,1,1,231,1599,1368
22298,1,0,30,0,-30
22299,0,0,8,0,-8
22300,0,0,164,0,-164
22301,1,0,20,0,-20
22302,0,0,22,0,-22
22303,1,0,39,0,-39
22304,1,1,374,2456,2082
22305,0,0,60,0,-60
22306,1,1,928,1975,1047
22307,1,1,504,1421,917
22308,0,0,26,0,-26
22309,1,0,148,0,-148
22310,1,0,17,0,-17
22311,1,1,342,1396,1054
22312,1,1,393,1383,990
22313,1,1,102,1735,1633
22314,1,0,26,0,-26
22315,1,1,1691,1441,-250
22316,1,1,207,1211,1004
22317,1,0,6,0,-6
22318,1,1,59,1478,1419
22319,1,1,278,1204,926
22320,1,1,123,1524,1401
22321,0,0,74,0,-74
22322,1,1,422,1566,1144
22323,0,0,43,0,-43
22324,0,0,35,0,-35
22325,0,0,102,0,-102
22326,0,0,25,0,-25
22327,1,0,43,0,-43
22328,0,0,45,0,-45
22329,1,0,50,0,-50
22330,0,0,38,0,-38
22331,1,1,1062,1353,291
22332,1,1,1398,1318,-80
22333,1,1,177,1518,1341
22334,1,0,65,0,-65
22335,1,0,8,0,-8
22336,0,0,19,0,-19
22337,1,0,23,0,-23
22338,1,0,2,0,-2
22339,1,1,49,1446,1397
22340,1,1,790,2234,1444
22341,1,1,515,1474,959
22342,0,0,7,0,-7
22343,0,0,15,0,-15
22344,1,1,852,1845,993
22345,1,0,49,0,-49
22346,0,0,21,0,-21
22347,1,0,60,0,-60
22348,1,1,1780,1208,-572
22349,0,0,30,0,-30
22350,1,1,57,2481,2424
22351,1,1,742,1479,737
22352,0,0,27,0,-27
22353,1,0,30,0,-30
22354,0,0,30,0,-30
22355,1,0,26,0,-26
22356,0,0,7,0,-7
22357,1,1,832,1361,529
22358,0,0,81,0,-81
22359,0,0,5,0,-5
22360,1,1,1446,1213,-233
22361,1,0,56,0,-56
22362,0,0,14,0,-14
22363,0,0,69,0,-69
22364,1,0,24,0,-24
22365,1,0,51,0,-51
22366,1,1,231,1703,1472
22367,1,0,66,0,-66
22368,1,1,518,1554,1036
22369,1,0,21,0,-21
22370,0,0,79,0,-79
22371,1,1,1197,1821,624
22372,1,0,172,0,-172
22373,0,0,91,0,-91
22374,0,0,120,0,-120
22375,0,0,17,0,-17
22376,0,0,63,0,-63
22377,1,1,692,1450,758
22378,1,1,349,1213,864
22379,0,0,18,0,-18
22380,1,1,311,1253,942
22381,0,0,25,0,-25
22382,0,0,10,0,-10
22383,1,0,60,0,-60
22384,1,0,155,0,-155
22385,1,0,24,0,-24
22386,0,0,164,0,-164
22387,0,0,44,0,-44
22388,1,1,792,1509,717
22389,1,0,3,0,-3
22390,1,1,237,1237,1000
22391,0,0,112,0,-112
22392,1,0,1,0,-1
22393,1,1,2300,1230,-1070
22394,1,1,212,1303,1091
22395,1,0,124,0,-124
22396,1,0,1,0,-1
22397,1,0,89,0,-89
22398,0,0,88,0,-88
22399,1,0,15,0,-15
22400,0,0,18,0,-18
22401,0,0,57,0,-57
22402,1,1,469,1273,804
22403,1,0,23,0,-23
22404,0,0,29,0,-29
22405,0,0,25,0,-25
22406,1,0,22,0,-22
22407,1,1,207,1626,1419
22408,1,0,28,0,-28
22409,1,1,484,1209,725
22410,0,0,97,0,-97
22411,0,0,58,0,-58
22412,1,0,33,0,-33
22413,0,0,184,0,-184
22414,1,0,110,0,-110
22415,0,0,110,0,-110
22416,1,0,0,0,0
22417,0,0,56,0,-56
22418,1,0,5,0,-5
22419,0,0,241,0,-241
22420,1,1,366,1459,1093
22421,0,0,79,0,-79
22422,1,1,875,1321,446
22423,0,0,16,0,-16
22424,0,0,42,0,-42
22425,1,0,18,0,-18
22426,0,0,33,0,-33
22427,1,1,1241,1548,307
22428,0,0,27,0,-27
22429,1,0,260,0,-260
22430,0,0,9,0,-9
22431,1,0,173,0,-173
22432,1,1,466,1293,827
22433,1,1,56,2426,2370
22434,0,0,14,0,-14
22435,1,1,432,1556,1124
22436,0,0,68,0,-68
22437,1,1,959,1536,577
22438,1,0,88,0,-88
22439,0,0,28,0,-28
22440,0,0,50,0,-50
22441,0,0,17,0,-17
22442,1,0,54,0,-54
22443,0,0,50,0,-50
22444,0,0,32,0,-32
22445,0,0,138,0,-138
22446,1,0,10,0,-10
22447,1,1,533,1440,907
22448,1,0,11,0,-11
22449,1,0,6,0,-6
22450,0,0,20,0,-20
22451,1,0,86,0,-86
22452,0,0,81,0,-81
22453,1,0,123,0,-123
22454,0,0,34,0,-34
22455,1,1,589,1556,967
22456,0,0,54,0,-54
22457,1,1,772,1241,469
22458,0,0,46,0,-46
22459,1,1,24,1710,1686
22460,1,0,2,0,-2
22461,1,0,155,0,-155
22462,1,1,216,1411,1195
22463,1,1,233,1221,988
22464,0,0,88,0,-88
22465,0,0,74,0,-74
